Index,Are you self-employed?,"If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to clients or business contacts?","If you have revealed a mental health issue to a client or business contact, do you believe this has impacted you negatively?",Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,Do you think that discussing a mental health disorder with your employer would have negative consequences?,"If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to coworkers or employees?",Would you feel comfortable discussing a mental health disorder with your coworkers?,Would you bring up a mental health issue with a potential employer in an interview?,Do you feel that being identified as a person with a mental health issue would hurt your career?,Do you think that team members/co-workers would view you more negatively if they knew you suffered from a mental health issue?
352,0,,,I don't know,Maybe,,Maybe,No,"Yes, I think it would",Maybe
353,0,,,No,No,,Maybe,No,"Yes, it has",Maybe
354,1,Not applicable to me,,,,Not applicable to me,,Yes,Maybe,Maybe
355,1,"No, because it doesn't matter",,,,"No, because it doesn't matter",,No,Maybe,Maybe
356,0,,,I don't know,No,,Yes,No,Maybe,"No, I don't think they would"
357,0,,,Yes,Yes,,No,No,"Yes, I think it would","Yes, I think they would"
358,0,,,Yes,No,,Yes,No,Maybe,Maybe
359,0,,,I don't know,Yes,,No,No,"Yes, I think it would","Yes, I think they would"
360,0,,,I don't know,Yes,,No,No,"Yes, I think it would","Yes, I think they would"
361,1,Not applicable to me,,,,Not applicable to me,,Maybe,"Yes, I think it would",Maybe
362,0,,,I don't know,Maybe,,Yes,No,"Yes, I think it would",Maybe
363,0,,,I don't know,Yes,,Maybe,No,"Yes, I think it would","Yes, I think they would"
364,0,,,I don't know,No,,Maybe,No,"No, it has not","No, they do not"
365,0,,,Yes,No,,Yes,Yes,Maybe,"No, I don't think they would"
366,0,,,Yes,No,,Maybe,No,Maybe,"No, I don't think they would"
367,0,,,I don't know,Maybe,,Yes,Maybe,Maybe,Maybe
368,0,,,I don't know,Maybe,,Yes,Yes,Maybe,Maybe
369,0,,,Yes,Maybe,,Maybe,No,"No, it has not",Maybe
370,0,,,I don't know,No,,Yes,Maybe,Maybe,"No, I don't think they would"
371,0,,,Yes,Maybe,,Maybe,No,"Yes, I think it would","Yes, I think they would"
372,0,,,Yes,No,,Maybe,Yes,Maybe,"No, I don't think they would"
373,0,,,Yes,No,,Yes,Maybe,Maybe,"No, I don't think they would"
374,1,"No, because it doesn't matter",,,,Not applicable to me,,Maybe,"No, I don't think it would",Maybe
375,1,"Sometimes, if it comes up",I'm not sure,,,Maybe,,No,Maybe,Maybe
376,0,,,I don't know,Maybe,,Maybe,No,Maybe,Maybe
377,0,,,I don't know,Maybe,,No,No,Maybe,"No, they do not"
378,0,,,Yes,Yes,,Maybe,No,"Yes, it has","Yes, they do"
379,1,"Yes, always",No,,,"No, because it doesn't matter",,Yes,Maybe,Maybe
380,0,,,Yes,Maybe,,Maybe,No,"No, I don't think it would",Maybe
381,0,,,No,Yes,,Yes,Yes,"Yes, it has",Maybe
382,0,,,I don't know,No,,Maybe,No,"Yes, I think it would",Maybe
383,0,,,Yes,No,,Maybe,No,"Yes, I think it would","Yes, I think they would"
384,0,,,Yes,No,,Maybe,No,Maybe,Maybe
385,0,,,I don't know,Yes,,No,No,Maybe,Maybe
386,0,,,I don't know,Maybe,,Maybe,No,Maybe,"Yes, I think they would"
387,1,"Sometimes, if it comes up",Yes,,,Maybe,,Maybe,"Yes, I think it would",Maybe
388,1,Not applicable to me,,,,Not applicable to me,,Maybe,Maybe,"Yes, I think they would"
389,0,,,I don't know,Yes,,Maybe,No,"Yes, I think it would","Yes, I think they would"
390,0,,,I don't know,No,,Yes,No,"No, it has not",Maybe
391,0,,,Yes,Yes,,No,No,"Yes, I think it would","Yes, I think they would"
392,0,,,Yes,Maybe,,No,No,"Yes, I think it would","Yes, I think they would"
393,0,,,I don't know,No,,No,No,"Yes, I think it would",Maybe
394,0,,,I don't know,Maybe,,No,No,"Yes, I think it would","Yes, I think they would"
395,0,,,I don't know,No,,Yes,Yes,"No, it has not","No, they do not"
396,1,Not applicable to me,,,,Maybe,,Maybe,Maybe,Maybe
397,0,,,I don't know,No,,No,No,Maybe,Maybe
398,0,,,Yes,Maybe,,Maybe,No,Maybe,"Yes, I think they would"
399,0,,,I don't know,No,,Maybe,No,Maybe,"No, I don't think they would"
400,1,"No, because it doesn't matter",I'm not sure,,,Maybe,,No,"No, it has not",Maybe
401,0,,,Yes,Maybe,,Maybe,Maybe,"Yes, I think it would","No, I don't think they would"
402,0,,,Yes,Maybe,,No,No,"Yes, I think it would","No, I don't think they would"
403,0,,,I don't know,Maybe,,Yes,Maybe,"Yes, it has",Maybe
404,1,"No, because it would impact me negatively",,,,No,,Maybe,"Yes, I think it would","Yes, I think they would"
405,0,,,I don't know,Yes,,Maybe,No,"Yes, I think it would","Yes, I think they would"
406,0,,,I don't know,Maybe,,Maybe,No,"Yes, it has",Maybe
407,1,"Sometimes, if it comes up",I'm not sure,,,Not applicable to me,,Maybe,Maybe,Maybe
408,0,,,I don't know,Maybe,,Maybe,No,"Yes, I think it would",Maybe
409,0,,,I don't know,Maybe,,No,No,"Yes, I think it would",Maybe
410,0,,,I don't know,No,,Yes,No,Maybe,"No, I don't think they would"
411,0,,,I don't know,Maybe,,No,No,Maybe,Maybe
412,0,,,I don't know,Maybe,,Maybe,No,"Yes, I think it would","Yes, I think they would"
413,0,,,I don't know,No,,Maybe,No,Maybe,Maybe
414,1,"Sometimes, if it comes up",No,,,Maybe,,No,Maybe,Maybe
415,0,,,Yes,No,,Yes,Maybe,"No, I don't think it would",Maybe
416,0,,,No,No,,Yes,Maybe,"No, I don't think it would","No, I don't think they would"
417,0,,,I don't know,No,,Yes,No,"Yes, I think it would","No, I don't think they would"
418,1,"Sometimes, if it comes up",No,,,Maybe,,No,"No, I don't think it would",Maybe
419,1,"No, because it would impact me negatively",No,,,No,,No,"Yes, I think it would","Yes, I think they would"
420,0,,,I don't know,No,,Maybe,Maybe,Maybe,Maybe
421,0,,,I don't know,Maybe,,Yes,Maybe,"Yes, I think it would","Yes, I think they would"
422,0,,,I don't know,No,,Maybe,No,"Yes, I think it would",Maybe
423,0,,,Yes,No,,Yes,Yes,"No, I don't think it would","No, I don't think they would"
424,0,,,I don't know,Maybe,,No,No,Maybe,Maybe
425,0,,,I don't know,Maybe,,No,No,"Yes, I think it would",Maybe
426,0,,,I don't know,No,,Yes,Maybe,Maybe,"No, I don't think they would"
427,0,,,Yes,Maybe,,No,No,"Yes, I think it would",Maybe
428,0,,,I don't know,Yes,,No,No,"Yes, I think it would","Yes, I think they would"
429,1,"Sometimes, if it comes up",No,,,"No, because it doesn't matter",,Maybe,"Yes, I think it would","Yes, I think they would"
430,0,,,I don't know,Maybe,,Maybe,No,"Yes, I think it would",Maybe
431,0,,,I don't know,No,,Yes,Maybe,Maybe,Maybe
432,0,,,I don't know,No,,Maybe,Maybe,Maybe,"Yes, they do"
433,0,,,Yes,No,,Yes,No,"No, I don't think it would","No, I don't think they would"
434,1,Not applicable to me,,,,Not applicable to me,,No,"Yes, I think it would","Yes, I think they would"
435,0,,,Yes,Maybe,,Maybe,Maybe,Maybe,Maybe
436,0,,,I don't know,No,,Yes,Maybe,Maybe,"No, I don't think they would"
437,0,,,I don't know,No,,Maybe,No,Maybe,"No, I don't think they would"
438,0,,,I don't know,Maybe,,No,No,"Yes, I think it would","Yes, I think they would"
439,0,,,Yes,Maybe,,Yes,Maybe,"Yes, I think it would","Yes, I think they would"
440,0,,,I don't know,Maybe,,Maybe,No,"Yes, I think it would","Yes, I think they would"
441,0,,,I don't know,No,,Maybe,No,Maybe,Maybe
442,1,"No, because it doesn't matter",No,,,Maybe,,Maybe,Maybe,"No, I don't think they would"
443,1,"No, because it doesn't matter",,,,"No, because it doesn't matter",,No,Maybe,Maybe
444,1,Not applicable to me,,,,Not applicable to me,,Maybe,Maybe,"No, I don't think they would"
445,1,Not applicable to me,I'm not sure,,,Not applicable to me,,No,"Yes, it has","Yes, they do"
446,0,,,No,Yes,,No,No,Maybe,"Yes, I think they would"
447,0,,,I don't know,Maybe,,Maybe,No,"Yes, I think it would","Yes, I think they would"
448,0,,,Yes,No,,Maybe,Maybe,Maybe,"No, I don't think they would"
449,0,,,I don't know,Maybe,,Maybe,No,"Yes, I think it would",Maybe
450,0,,,No,Maybe,,No,No,Maybe,"No, I don't think they would"
451,1,Not applicable to me,,,,Not applicable to me,,No,"Yes, I think it would",Maybe
452,0,,,Yes,Maybe,,Maybe,No,Maybe,"No, I don't think they would"
453,0,,,No,Yes,,No,No,"Yes, it has","Yes, they do"
454,0,,,Yes,No,,Yes,No,Maybe,"No, they do not"
455,0,,,I don't know,No,,Yes,No,"No, I don't think it would","No, they do not"
456,0,,,I don't know,Maybe,,No,No,"Yes, it has","Yes, they do"
457,0,,,I don't know,No,,Maybe,No,"No, I don't think it would","No, I don't think they would"
458,0,,,I don't know,Maybe,,Maybe,No,"Yes, I think it would","Yes, I think they would"
459,0,,,I don't know,No,,Yes,Maybe,Maybe,"No, I don't think they would"
460,0,,,Yes,No,,Yes,No,Maybe,Maybe
461,0,,,I don't know,Maybe,,No,No,"Yes, I think it would","Yes, I think they would"
462,0,,,I don't know,Yes,,No,No,"Yes, I think it would","Yes, I think they would"
463,0,,,I don't know,No,,Maybe,No,Maybe,"No, I don't think they would"
464,1,Not applicable to me,,,,Not applicable to me,,No,Maybe,Maybe
465,0,,,I don't know,Yes,,No,No,"Yes, I think it would","Yes, I think they would"
466,0,,,I don't know,No,,Yes,No,"Yes, I think it would","Yes, I think they would"
467,0,,,No,No,,Maybe,No,Maybe,"No, I don't think they would"
468,0,,,I don't know,Yes,,No,No,Maybe,Maybe
469,1,"Sometimes, if it comes up",Yes,,,Maybe,,No,Maybe,Maybe
470,0,,,I don't know,No,,Maybe,No,Maybe,"Yes, I think they would"
471,0,,,I don't know,No,,Yes,Maybe,Maybe,Maybe
472,0,,,Yes,No,,Maybe,Maybe,Maybe,Maybe
473,0,,,I don't know,No,,Maybe,Maybe,Maybe,Maybe
474,0,,,Yes,No,,Maybe,Maybe,Maybe,"No, I don't think they would"
475,0,,,I don't know,No,,Maybe,Maybe,Maybe,Maybe
476,0,,,I don't know,Maybe,,No,No,Maybe,"Yes, I think they would"
477,0,,,I don't know,Maybe,,No,No,"Yes, I think it would","Yes, I think they would"
478,0,,,Yes,Maybe,,No,No,Maybe,Maybe
479,0,,,I don't know,No,,Maybe,Maybe,Maybe,Maybe
480,0,,,I don't know,Yes,,No,No,"Yes, I think it would",Maybe
481,0,,,I don't know,Yes,,No,No,"Yes, I think it would","Yes, I think they would"
482,0,,,Yes,Maybe,,No,No,"Yes, I think it would",Maybe
483,1,Not applicable to me,,,,Maybe,,No,Maybe,Maybe
484,0,,,I don't know,Maybe,,Maybe,Maybe,Maybe,Maybe
485,0,,,No,Maybe,,No,Maybe,Maybe,Maybe
486,1,"Sometimes, if it comes up",No,,,Maybe,,No,Maybe,"No, I don't think they would"
487,1,"No, because it doesn't matter",,,,"No, because it doesn't matter",,No,Maybe,Maybe
488,0,,,I don't know,Yes,,Maybe,Yes,"Yes, it has",Maybe
489,1,"No, because it doesn't matter",No,,,Maybe,,Yes,"Yes, I think it would","Yes, I think they would"
490,0,,,I don't know,No,,Yes,Maybe,Maybe,Maybe
491,0,,,I don't know,Maybe,,Yes,Maybe,"Yes, I think it would","No, I don't think they would"
492,0,,,I don't know,Yes,,No,No,"Yes, I think it would",Maybe
493,0,,,I don't know,Maybe,,No,No,"Yes, it has",Maybe
494,0,,,I don't know,Maybe,,Maybe,No,"Yes, I think it would",Maybe
495,0,,,I don't know,No,,Maybe,Maybe,Maybe,"No, I don't think they would"
496,0,,,Yes,Maybe,,Maybe,Maybe,Maybe,Maybe
497,0,,,I don't know,No,,Yes,Maybe,"No, it has not","No, they do not"
498,0,,,I don't know,Maybe,,Yes,Maybe,"Yes, I think it would",Maybe
499,1,Not applicable to me,,,,Not applicable to me,,Maybe,"No, I don't think it would",Maybe
500,1,"No, because it would impact me negatively",No,,,Maybe,,No,"Yes, I think it would",Maybe
501,0,,,I don't know,Maybe,,No,No,Maybe,Maybe
502,1,"No, because it would impact me negatively",Yes,,,No,,No,"Yes, it has","Yes, they do"
503,0,,,No,Yes,,Maybe,No,"Yes, I think it would","Yes, I think they would"
504,0,,,I don't know,Maybe,,Maybe,No,Maybe,Maybe
505,0,,,I don't know,No,,Maybe,No,"Yes, I think it would",Maybe
506,0,,,No,Yes,,No,No,"Yes, I think it would","Yes, I think they would"
507,0,,,I don't know,Yes,,Maybe,No,"Yes, I think it would","Yes, I think they would"
508,0,,,I don't know,No,,Yes,Maybe,"Yes, it has","Yes, they do"
509,0,,,I don't know,No,,Maybe,No,Maybe,Maybe
510,0,,,No,Yes,,Maybe,No,"Yes, I think it would",Maybe
511,0,,,Yes,No,,Maybe,No,Maybe,Maybe
512,1,Not applicable to me,,,,Not applicable to me,,Maybe,Maybe,Maybe
513,0,,,I don't know,Maybe,,No,No,Maybe,Maybe
514,0,,,I don't know,No,,Yes,No,"Yes, I think it would",Maybe
515,0,,,I don't know,No,,No,No,Maybe,Maybe
516,0,,,Yes,Yes,,No,No,"Yes, I think it would","Yes, I think they would"
517,1,Not applicable to me,,,,Not applicable to me,,Maybe,Maybe,"No, I don't think they would"
518,0,,,I don't know,Maybe,,No,Yes,Maybe,"No, I don't think they would"
519,1,"Sometimes, if it comes up",No,,,Maybe,,Maybe,Maybe,Maybe
520,1,"No, because it would impact me negatively",,,,Maybe,,No,"Yes, it has","Yes, I think they would"
521,0,,,I don't know,Yes,,No,No,"Yes, I think it would","Yes, I think they would"
522,0,,,I don't know,Maybe,,No,No,"Yes, I think it would","Yes, I think they would"
523,1,"No, because it would impact me negatively",,,,No,,No,"Yes, I think it would",Maybe
524,0,,,No,Yes,,No,No,"Yes, I think it would",Maybe
525,1,"Sometimes, if it comes up",No,,,Not applicable to me,,No,Maybe,"No, I don't think they would"
526,0,,,Yes,No,,Maybe,Maybe,Maybe,"No, they do not"
527,0,,,Yes,No,,Yes,No,"Yes, it has",Maybe
528,0,,,I don't know,Maybe,,Maybe,No,Maybe,Maybe
529,0,,,Yes,Yes,,No,No,"Yes, I think it would","Yes, I think they would"
530,0,,,I don't know,No,,No,Yes,"No, I don't think it would","No, I don't think they would"
531,1,"No, because it would impact me negatively",,,,No,,No,"Yes, I think it would","Yes, I think they would"
532,1,"Sometimes, if it comes up",No,,,Maybe,,Maybe,Maybe,Maybe
533,0,,,I don't know,Maybe,,No,No,Maybe,"No, I don't think they would"
534,0,,,I don't know,Maybe,,No,Maybe,Maybe,Maybe
535,1,"No, because it would impact me negatively",,,,Yes,,Maybe,"No, it has not","No, they do not"
536,0,,,I don't know,No,,No,No,"No, I don't think it would","No, I don't think they would"
537,0,,,I don't know,Yes,,Maybe,No,"Yes, I think it would","Yes, I think they would"
538,0,,,No,Maybe,,No,No,Maybe,"Yes, I think they would"
539,0,,,I don't know,Maybe,,Yes,No,"Yes, I think it would",Maybe
540,1,Not applicable to me,I'm not sure,,,Not applicable to me,,No,"Yes, I think it would","Yes, I think they would"
541,0,,,Yes,No,,Maybe,Yes,Maybe,"No, they do not"
542,1,"Sometimes, if it comes up",I'm not sure,,,No,,No,"Yes, it has",Maybe
543,0,,,I don't know,Maybe,,Maybe,No,Maybe,Maybe
544,0,,,I don't know,No,,Maybe,Maybe,Maybe,"No, I don't think they would"
545,0,,,I don't know,Maybe,,Yes,Maybe,"Yes, I think it would","Yes, I think they would"
546,0,,,Yes,No,,No,Maybe,Maybe,Maybe
547,1,Not applicable to me,,,,Not applicable to me,,Maybe,"Yes, I think it would","Yes, I think they would"
548,0,,,I don't know,Maybe,,No,Maybe,Maybe,"No, I don't think they would"
549,0,,,I don't know,Maybe,,Yes,Maybe,Maybe,Maybe
550,0,,,I don't know,Maybe,,Maybe,No,"Yes, I think it would",Maybe
551,0,,,I don't know,No,,Maybe,Maybe,Maybe,Maybe
552,0,,,I don't know,No,,Yes,Maybe,Maybe,Maybe
553,0,,,I don't know,Maybe,,No,No,"Yes, I think it would","Yes, I think they would"
554,0,,,I don't know,No,,No,No,Maybe,Maybe
555,0,,,I don't know,Maybe,,Yes,Maybe,Maybe,"Yes, I think they would"
556,0,,,I don't know,Yes,,Maybe,No,"Yes, it has","Yes, I think they would"
557,0,,,I don't know,No,,Maybe,No,Maybe,Maybe
558,0,,,I don't know,No,,Yes,No,"Yes, I think it would","No, I don't think they would"
559,0,,,Yes,Yes,,No,No,"Yes, it has","Yes, I think they would"
560,0,,,I don't know,No,,No,Maybe,"Yes, I think it would",Maybe
561,0,,,Yes,No,,Yes,Yes,Maybe,"No, I don't think they would"
562,0,,,Yes,No,,Maybe,Yes,"No, I don't think it would","No, I don't think they would"
563,0,,,I don't know,No,,Maybe,Maybe,"No, I don't think it would",Maybe
564,1,Not applicable to me,,,,Not applicable to me,,No,"No, I don't think it would","No, they do not"
565,0,,,I don't know,No,,Maybe,Maybe,Maybe,"No, I don't think they would"
566,0,,,I don't know,No,,Maybe,No,"Yes, I think it would","No, I don't think they would"
567,0,,,I don't know,Yes,,No,No,"Yes, I think it would","Yes, I think they would"
568,0,,,I don't know,Maybe,,No,Maybe,Maybe,Maybe
569,0,,,Yes,No,,Maybe,Maybe,"No, I don't think it would","No, I don't think they would"
570,0,,,I don't know,No,,Maybe,No,Maybe,"No, I don't think they would"
571,0,,,I don't know,Maybe,,No,No,"Yes, I think it would","No, I don't think they would"
572,0,,,I don't know,No,,Yes,No,"No, I don't think it would","No, I don't think they would"
573,0,,,Yes,No,,Yes,Maybe,"No, I don't think it would","No, I don't think they would"
574,0,,,I don't know,Maybe,,No,Maybe,"No, I don't think it would","No, I don't think they would"
575,0,,,I don't know,No,,Yes,No,Maybe,"No, I don't think they would"
576,1,"No, because it would impact me negatively",,,,Maybe,,Maybe,Maybe,Maybe
577,0,,,I don't know,Yes,,No,No,Maybe,"Yes, I think they would"
578,0,,,I don't know,No,,No,Maybe,Maybe,"Yes, I think they would"
579,0,,,I don't know,No,,Maybe,Maybe,"Yes, it has",Maybe
580,0,,,I don't know,Maybe,,Maybe,Maybe,Maybe,"Yes, I think they would"
581,1,"No, because it would impact me negatively",,,,No,,No,"Yes, I think it would","Yes, I think they would"
582,0,,,No,Yes,,No,No,"Yes, I think it would","Yes, I think they would"
583,1,Not applicable to me,,,,Not applicable to me,,Maybe,Maybe,Maybe
584,0,,,I don't know,Yes,,Maybe,No,Maybe,Maybe
585,0,,,Yes,No,,Maybe,Maybe,Maybe,"No, I don't think they would"
586,0,,,I don't know,No,,Maybe,No,Maybe,Maybe
587,0,,,I don't know,No,,Maybe,Maybe,Maybe,Maybe
588,0,,,I don't know,Yes,,No,No,"Yes, I think it would","Yes, I think they would"
589,0,,,I don't know,Maybe,,Maybe,No,Maybe,"No, I don't think they would"
590,0,,,No,Maybe,,Maybe,Maybe,Maybe,Maybe
591,0,,,I don't know,No,,Yes,Yes,Maybe,"No, I don't think they would"
592,0,,,Yes,No,,Yes,No,"No, I don't think it would","No, I don't think they would"
593,0,,,I don't know,Maybe,,Maybe,Maybe,Maybe,Maybe
594,0,,,I don't know,No,,Yes,Yes,Maybe,"No, I don't think they would"
595,0,,,I don't know,Maybe,,Maybe,No,Maybe,Maybe
596,0,,,I don't know,Maybe,,No,No,"Yes, I think it would","Yes, I think they would"
597,1,"No, because it doesn't matter",,,,Maybe,,Maybe,Maybe,Maybe
598,1,"No, because it would impact me negatively",Yes,,,Maybe,,No,"Yes, I think it would",Maybe
599,0,,,Yes,No,,Maybe,Maybe,"No, I don't think it would",Maybe
600,0,,,I don't know,Maybe,,Yes,No,"Yes, I think it would",Maybe
601,0,,,I don't know,No,,Maybe,Maybe,Maybe,"No, I don't think they would"
602,0,,,No,No,,Maybe,Yes,Maybe,"No, I don't think they would"
603,1,"No, because it doesn't matter",Yes,,,Maybe,,Maybe,"Yes, I think it would",Maybe
604,0,,,No,No,,Yes,Yes,"No, it has not","No, they do not"
605,0,,,I don't know,No,,Maybe,No,"Yes, I think it would","No, I don't think they would"
606,0,,,I don't know,Maybe,,Maybe,Maybe,Maybe,Maybe
607,0,,,I don't know,Maybe,,No,No,"Yes, it has","No, I don't think they would"
608,1,"No, because it would impact me negatively",,,,No,,No,"Yes, I think it would","Yes, I think they would"
609,1,"No, because it would impact me negatively",,,,No,,No,"Yes, I think it would","Yes, I think they would"
610,0,,,Yes,Maybe,,No,No,"Yes, I think it would",Maybe
611,0,,,I don't know,Maybe,,Yes,No,Maybe,Maybe
612,0,,,I don't know,No,,Yes,No,Maybe,"No, I don't think they would"
613,0,,,I don't know,Yes,,No,No,"Yes, I think it would","Yes, I think they would"
614,0,,,I don't know,Maybe,,Yes,Maybe,"Yes, it has","No, I don't think they would"
615,1,Not applicable to me,,,,Not applicable to me,,No,"Yes, I think it would","Yes, I think they would"
616,0,,,Yes,No,,Yes,Yes,"No, I don't think it would","No, I don't think they would"
617,0,,,Yes,No,,Yes,Yes,"No, it has not","No, they do not"
618,0,,,No,Yes,,Maybe,No,"Yes, it has",Maybe
619,0,,,Yes,No,,Yes,Yes,Maybe,Maybe
620,1,Not applicable to me,,,,Not applicable to me,,No,"Yes, I think it would","Yes, I think they would"
621,0,,,Yes,No,,Yes,No,"No, I don't think it would","No, I don't think they would"
622,0,,,I don't know,Maybe,,Maybe,Maybe,"Yes, I think it would",Maybe
623,0,,,Yes,No,,No,No,"Yes, I think it would",Maybe
624,1,"No, because it would impact me negatively",,,,Not applicable to me,,No,"Yes, I think it would","Yes, I think they would"
625,0,,,Yes,Maybe,,Maybe,No,Maybe,Maybe
626,0,,,I don't know,Yes,,No,Maybe,"Yes, I think it would","Yes, I think they would"
627,0,,,No,Maybe,,Maybe,Maybe,Maybe,"Yes, they do"
628,0,,,I don't know,No,,Maybe,No,Maybe,"No, I don't think they would"
629,0,,,I don't know,Maybe,,Maybe,No,Maybe,Maybe
630,0,,,I don't know,Maybe,,No,No,"Yes, I think it would",Maybe
631,0,,,I don't know,No,,Yes,Maybe,Maybe,Maybe
632,1,"No, because it would impact me negatively",I'm not sure,,,Not applicable to me,,No,"Yes, I think it would","Yes, I think they would"
633,0,,,Yes,Maybe,,No,No,Maybe,"Yes, I think they would"
634,0,,,Yes,Yes,,No,Maybe,"Yes, I think it would","Yes, I think they would"
635,0,,,I don't know,No,,Maybe,Maybe,Maybe,"No, I don't think they would"
636,0,,,Yes,Maybe,,Maybe,Maybe,"No, I don't think it would","No, I don't think they would"
637,0,,,I don't know,No,,Maybe,Yes,"Yes, I think it would","No, I don't think they would"
638,0,,,I don't know,Maybe,,Maybe,Maybe,"Yes, I think it would","No, I don't think they would"
639,0,,,I don't know,Maybe,,Maybe,No,"Yes, I think it would","Yes, I think they would"
640,1,"No, because it would impact me negatively",I'm not sure,,,No,,No,"Yes, I think it would","Yes, I think they would"
641,0,,,Yes,Maybe,,Maybe,Yes,"Yes, I think it would",Maybe
642,0,,,I don't know,Maybe,,Maybe,No,Maybe,Maybe
643,0,,,Yes,Maybe,,Yes,No,"Yes, I think it would","No, I don't think they would"
644,0,,,I don't know,Maybe,,Maybe,No,"Yes, I think it would","Yes, they do"
645,0,,,I don't know,Maybe,,Yes,Maybe,"No, it has not","No, I don't think they would"
646,0,,,I don't know,No,,No,No,"Yes, I think it would","No, I don't think they would"
647,1,"No, because it doesn't matter",I'm not sure,,,Maybe,,Maybe,Maybe,Maybe
648,1,Not applicable to me,,,,Not applicable to me,,No,"Yes, I think it would","Yes, I think they would"
649,0,,,I don't know,Yes,,No,No,"Yes, I think it would","Yes, I think they would"
650,0,,,I don't know,Maybe,,No,No,"Yes, I think it would","Yes, I think they would"
651,0,,,Yes,Yes,,No,No,"Yes, I think it would","Yes, I think they would"
652,1,Not applicable to me,,,,Not applicable to me,,No,"Yes, I think it would",Maybe
653,0,,,I don't know,Maybe,,No,No,Maybe,"No, I don't think they would"
654,0,,,No,Yes,,No,No,"Yes, I think it would","Yes, I think they would"
655,0,,,Yes,Yes,,No,No,"Yes, I think it would",Maybe
656,0,,,No,Yes,,No,Yes,Maybe,"No, I don't think they would"
657,0,,,I don't know,Maybe,,Maybe,No,Maybe,"No, I don't think they would"
658,0,,,Yes,No,,No,No,Maybe,Maybe
659,0,,,I don't know,No,,Maybe,No,Maybe,"No, I don't think they would"
660,0,,,Yes,No,,Maybe,No,"Yes, it has",Maybe
661,0,,,I don't know,Yes,,No,No,"Yes, I think it would","Yes, I think they would"
662,0,,,Yes,No,,Yes,Yes,"No, it has not","No, they do not"
663,1,"No, because it would impact me negatively",Yes,,,No,,No,"Yes, I think it would",Maybe
664,0,,,I don't know,Maybe,,Yes,No,"Yes, I think it would",Maybe
665,0,,,I don't know,Yes,,No,No,Maybe,Maybe
666,0,,,I don't know,No,,Maybe,Yes,"No, I don't think it would","No, I don't think they would"
667,0,,,Yes,Yes,,Maybe,No,"Yes, it has","Yes, they do"
668,0,,,Yes,Maybe,,Maybe,No,"No, I don't think it would","No, they do not"
669,1,"Sometimes, if it comes up",No,,,Maybe,,No,Maybe,Maybe
670,0,,,No,Maybe,,Maybe,No,"Yes, I think it would","Yes, I think they would"
671,0,,,I don't know,Maybe,,No,No,Maybe,Maybe
672,0,,,I don't know,Maybe,,No,No,"Yes, I think it would","Yes, I think they would"
673,0,,,Yes,No,,Yes,Maybe,Maybe,Maybe
674,0,,,I don't know,Yes,,Maybe,No,"Yes, I think it would","Yes, I think they would"
675,0,,,Yes,Yes,,No,No,"Yes, I think it would","Yes, I think they would"
676,0,,,Yes,Maybe,,No,No,"Yes, I think it would","Yes, I think they would"
677,1,"No, because it would impact me negatively",Yes,,,No,,No,"Yes, I think it would","Yes, they do"
678,0,,,Yes,No,,No,No,Maybe,"No, I don't think they would"
679,0,,,I don't know,Maybe,,Maybe,No,Maybe,"No, I don't think they would"
680,0,,,Yes,Maybe,,Yes,No,"Yes, it has","Yes, they do"
681,0,,,Yes,Yes,,Maybe,No,"Yes, it has",Maybe
682,0,,,I don't know,No,,No,No,Maybe,"Yes, I think they would"
683,1,Not applicable to me,,,,Not applicable to me,,No,"Yes, I think it would","Yes, I think they would"
684,0,,,I don't know,Maybe,,No,No,Maybe,Maybe
685,0,,,I don't know,No,,Maybe,Maybe,"No, I don't think it would",Maybe
686,0,,,I don't know,Yes,,Maybe,No,Maybe,"No, I don't think they would"
687,0,,,Yes,No,,Maybe,No,Maybe,Maybe
688,0,,,Yes,Maybe,,Yes,Maybe,Maybe,"No, I don't think they would"
689,0,,,I don't know,Yes,,Yes,No,"Yes, I think it would",Maybe
690,0,,,I don't know,Maybe,,Maybe,No,Maybe,Maybe
691,0,,,I don't know,Maybe,,Maybe,No,"Yes, I think it would","Yes, I think they would"
692,0,,,No,Yes,,Maybe,Maybe,Maybe,Maybe
693,0,,,Yes,No,,Yes,Yes,Maybe,"No, I don't think they would"
694,0,,,I don't know,No,,Maybe,No,Maybe,Maybe
695,0,,,Yes,Maybe,,No,No,"Yes, I think it would","Yes, I think they would"
696,0,,,I don't know,Maybe,,Maybe,No,"Yes, I think it would","Yes, I think they would"
697,1,"No, because it doesn't matter",,,,Not applicable to me,,No,"No, I don't think it would","No, I don't think they would"
698,0,,,No,Maybe,,No,Yes,"Yes, I think it would","Yes, I think they would"
699,1,"No, because it would impact me negatively",Yes,,,Yes,,Maybe,"Yes, I think it would","Yes, I think they would"
700,0,,,I don't know,Maybe,,No,Maybe,"Yes, I think it would","Yes, I think they would"
701,1,"No, because it would impact me negatively",I'm not sure,,,Maybe,,No,"Yes, I think it would","Yes, I think they would"
702,0,,,I don't know,Maybe,,Yes,No,"Yes, I think it would",Maybe
703,0,,,I don't know,Maybe,,No,No,"Yes, I think it would","Yes, I think they would"
704,0,,,I don't know,Maybe,,Maybe,No,Maybe,Maybe
